orthologs: 12
totalgenes: 7
organism: dmelanogaster
Enriched Phenotype	P-value	n	m	i	rank	q-value	Overlap Genes
visible, with Scer\GAL4[Bx-MS1096]	0.010433422855043475	522	24868	2	358	0.07868131868131868	FBgn0001233,FBgn0023076
dorsal trunk primordium	0.010924988379876516	35	25355	1	359	0.0789010989010989	FBgn0264075
spermatid axoneme	0.011234028561214344	36	25354	1	360	0.07912087912087912	FBgn0001233
abnormal temperature response	0.011542897145943636	37	25353	1	361	0.07934065934065934	FBgn0023076
GO0005813:centrosome	0.011851594191982616	38	25352	1	362	0.07956043956043957	FBgn0001233
midline glial cell	0.011851594191982616	38	25352	1	363	0.07978021978021979	FBgn0264075
abnormal locomotor rhythm, with Scer\GAL4[tim.PE]	0.013084668232793667	42	25348	1	364	0.08000000000000002	FBgn0023076
wing, with Scer\GAL4[Bx-MS1096]	0.013114450667245587	590	24800	2	365	0.08021978021978023	FBgn0001233,FBgn0023076
chemical resistant | dominant	0.01339250851083764	43	25347	1	366	0.08043956043956045	FBgn0002723
abnormal size	0.013700177617790434	44	25346	1	367	0.08065934065934066	FBgn0003513
adult heart	0.013700177617790434	44	25346	1	368	0.08087912087912089	FBgn0023076
eye photoreceptor cell, with Scer\GAL4[GMR.PF]	0.013700177617790434	44	25346	1	369	0.08109890109890111	FBgn0003513
flightless | recessive	0.01400767561484627	45	25345	1	370	0.08131868131868132	FBgn0003513
GO0030424:axon	0.014315002563360872	46	25344	1	371	0.08153846153846155	FBgn0264075
larval intersegmental nerve	0.01462215852120805	47	25343	1	372	0.08175824175824176	FBgn0264075
macrochaeta | somatic clone	0.014929143553068938	48	25342	1	373	0.08197802197802198	FBgn0264075
male genitalia	0.014929143553068938	48	25342	1	374	0.0821978021978022	FBgn0002723
eye-antennal disc	0.015542601077009397	50	25340	1	375	0.08241758241758242	FBgn0003513
abnormal courtship behavior	0.015542601077009397	50	25340	1	376	0.08263736263736264	FBgn0003513
viable, with Scer\GAL4[da.G32]	0.016155375622802753	52	25338	1	377	0.08285714285714287	FBgn0001233
presumptive embryonic/larval tracheal system	0.01676746767336145	54	25336	1	378	0.08307692307692309	FBgn0264075
sex comb	0.017073257917479993	55	25335	1	379	0.0832967032967033	FBgn0003513
wild-type	0.017186874006197488	683	24707	2	380	0.08351648351648353	FBgn0001233,FBgn0002723
abnormal sleep	0.017684327140848544	57	25333	1	381	0.08373626373626375	FBgn0023076
wing, with Scer\GAL4[ptc-559.1]	0.019817707539311932	64	25326	1	382	0.08395604395604396	FBgn0003513
viable, with Scer\GAL4[tin.CΔ4]	0.019945820749475335	6123	19267	5	383	0.08417582417582418	FBgn0003513,FBgn0030345,FBgn0037728,FBgn0264075,FBgn0023076
chaeta	0.020425714828050535	66	25324	1	384	0.0843956043956044	FBgn0001233
head	0.021336452613534732	69	25321	1	385	0.08461538461538462	FBgn0023076
spermatocyte	0.022548395645170496	73	25317	1	386	0.08483516483516484	FBgn0001233
abnormal visual behavior	0.02285095787458225	74	25316	1	387	0.08505494505494506	FBgn0023076
thorax	0.023153350816332515	75	25315	1	388	0.08527472527472528	FBgn0003513
tarsal segment	0.023153350816332515	75	25315	1	389	0.08549450549450549	FBgn0003513
embryonic/larval somatic muscle, with Scer\GAL4[Mef2.PR]	0.024059514501395093	78	25312	1	390	0.08571428571428572	FBgn0001233
lethal - all die before end of larval stage | recessive	0.024124294884444748	823	24567	2	391	0.08593406593406594	FBgn0001233,FBgn0030345
lethal | male limited | cold sensitive, with Scer\GAL4[Bx-MS1096]	0.024662778280297674	80	25310	1	392	0.08615384615384616	FBgn0264075
wing | female limited | cold sensitive, with Scer\GAL4[Bx-MS1096]	0.024662778280297674	80	25310	1	393	0.08637362637362639	FBgn0264075
embryonic/larval brain | larval stage	0.024662778280297674	80	25310	1	394	0.0865934065934066	FBgn0001233
symmetrical commissure	0.024964156751853837	81	25309	1	395	0.08681318681318682	FBgn0264075
antenna	0.025566407144967593	83	25307	1	396	0.08703296703296703	FBgn0003513
chemical resistant	0.025867279192797073	84	25306	1	397	0.08725274725274726	FBgn0002723
arista	0.026768883457495195	87	25303	1	398	0.08747252747252748	FBgn0003513
photoreceptor cell R7	0.027069081116991214	88	25302	1	399	0.0876923076923077	FBgn0001233
wing, with Scer\GAL4[sd-SG29.1]	0.027069081116991214	88	25302	1	400	0.08791208791208792	FBgn0003513
visible | female limited | cold sensitive, with Scer\GAL4[Bx-MS1096]	0.028567543946440854	93	25297	1	401	0.08813186813186813	FBgn0264075
abnormal neuroanatomy | adult stage	0.028866731837656916	94	25296	1	402	0.08835164835164835	FBgn0003513
lethal | male limited, with Scer\GAL4[Bx-MS1096]	0.029763287243782487	97	25293	1	403	0.08857142857142858	FBgn0264075
wing | female limited, with Scer\GAL4[Bx-MS1096]	0.029763287243782487	97	25293	1	404	0.08879120879120879	FBgn0264075
sterile	0.030360151223772554	99	25291	1	405	0.08901098901098901	FBgn0003513
visible	0.0312809726728464	952	24438	2	406	0.08923076923076924	FBgn0003513,FBgn0002723
GO0016006:Nebenkern	0.032146718263270355	105	25285	1	407	0.08945054945054946	FBgn0001233
larval longitudinal connective	0.03244389310421268	106	25284	1	408	0.08967032967032967	FBgn0264075
visible | female limited, with Scer\GAL4[Bx-MS1096]	0.03540644631033139	116	25274	1	409	0.0898901098901099	FBgn0264075
abnormal memory	0.03540644631033139	116	25274	1	410	0.09010989010989012	FBgn0003513
presumptive embryonic/larval central nervous system	0.03629195761228146	119	25271	1	411	0.09032967032967033	FBgn0264075
visible | recessive | somatic clone	0.03776447884120832	124	25266	1	412	0.09054945054945056	FBgn0264075
scutellar bristle	0.03805848398110808	125	25265	1	413	0.09076923076923077	FBgn0003513
abnormal neuroanatomy | somatic clone	0.0418654456649124	138	25252	1	414	0.090989010989011	FBgn0003513
visible, with Scer\GAL4[GMR.PU]	0.042157129020785444	139	25251	1	415	0.09120879120879122	FBgn0003513
microchaeta	0.04273999960853042	141	25249	1	416	0.09142857142857143	FBgn0003513
embryonic/larval tracheal system	0.04273999960853042	141	25249	1	417	0.09164835164835165	FBgn0264075
partially lethal - majority die, with Scer\GAL4[pnr-MD237]	0.04749255013744659	1211	24179	2	418	0.09186813186813186	FBgn0002723,FBgn0261703
GO0030016:myofibril, with Scer\GAL4[Mef2.PR]	0.05025732890406238	167	25223	1	419	0.09208791208791209	FBgn0261703
wing | somatic clone	0.05083098708497794	169	25221	1	420	0.09230769230769231	FBgn0264075
spermatid	0.05169024734756708	172	25218	1	421	0.09252747252747254	FBgn0001233
trichogen cell, with Scer\GAL4[pnr-MD237]	0.05842869881258156	1370	24020	2	422	0.09274725274725276	FBgn0003513,FBgn0264075
chemical sensitive	0.05851150685135722	196	25194	1	423	0.09296703296703297	FBgn0002723
ovary	0.059639287568461014	200	25190	1	424	0.0931868131868132	FBgn0002723
leg	0.06468231795145447	218	25172	1	425	0.09340659340659341	FBgn0003513
spermatozoon	0.06468231795145447	218	25172	1	426	0.09362637362637363	FBgn0001233
partially lethal, with Scer\GAL4[tin.CΔ4]	0.0652394334049752	220	25170	1	427	0.09384615384615386	FBgn0001233
lethal | recessive	0.0653236153693747	5732	19658	4	428	0.09406593406593407	FBgn0003513,FBgn0001233,FBgn0264075,FBgn0002723
lethal, with Scer\GAL4[Act5C.PU]	0.06718428050378543	227	25163	1	429	0.09428571428571429	FBgn0001233
viable, with Scer\GAL4[pnr-MD237]	0.06876465487209249	8481	16909	5	430	0.0945054945054945	FBgn0003513,FBgn0030345,FBgn0037728,FBgn0264075,FBgn0023076
lethal - all die before end of pupal stage	0.07242363178237746	246	25144	1	431	0.09472527472527473	FBgn0001233
visible | somatic clone	0.07461246552446546	254	25136	1	432	0.09494505494505495	FBgn0003513
GO0030018:Z disc, with Scer\GAL4[Mef2.PR]	0.07461246552446546	254	25136	1	433	0.09516483516483516	FBgn0001233
partially lethal	0.0781476751888641	267	25123	1	434	0.0953846153846154	FBgn0003513
some die during pupal stage	0.07977030128997105	273	25117	1	435	0.09560439560439561	FBgn0002723
female fertile	0.08030991543271254	275	25115	1	436	0.09582417582417584	FBgn0001233
short lived	0.08165619620199835	280	25110	1	437	0.09604395604395605	FBgn0001233
some die during pupal stage, with Scer\GAL4[pnr-MD237]	0.08611161780939515	1743	23647	2	438	0.09626373626373627	FBgn0002723,FBgn0261703
